Date,Unit,Value,Dec
03.02.24 19:26:01,C,23,329
03.02.24 19:41:01,C,23,329
03.02.24 19:56:01,C,23,329
03.02.24 20:11:01,C,23,329
03.02.24 20:26:01,C,23,329
03.02.24 20:41:01,C,23,392
03.02.24 20:56:01,C,23,392
03.02.24 21:11:01,C,23,454
03.02.24 21:26:01,C,23,517
03.02.24 21:41:01,C,23,579
03.02.24 21:56:01,C,23,579
03.02.24 22:11:01,C,23,579
03.02.24 22:26:01,C,23,579
03.02.24 22:41:01,C,23,642
03.02.24 22:56:01,C,23,642
03.02.24 23:11:01,C,23,579
03.02.24 23:26:01,C,23,642
03.02.24 23:41:01,C,23,642
03.02.24 23:56:01,C,23,704
04.02.24 0:11:01,C,23,704
04.02.24 0:26:01,C,23,704
04.02.24 0:41:01,C,23,704
04.02.24 0:56:01,C,23,704
04.02.24 1:11:01,C,23,704
04.02.24 1:26:01,C,23,704
04.02.24 1:41:01,C,23,642
04.02.24 1:56:01,C,23,642
04.02.24 2:11:01,C,23,642
04.02.24 2:26:01,C,23,642
04.02.24 2:41:01,C,23,642
04.02.24 2:56:01,C,23,642
04.02.24 3:11:01,C,23,642
04.02.24 3:26:01,C,23,642
04.02.24 3:41:01,C,23,642
